,fin,wrnty_start_dt,sales_area_nm,prod_dt
24262,WDB47132511430675,2023-04-11,236,2020-10-25
24263,WDB34427430239618,2023-03-25,291,2017-11-27
24264,W1T50775662453604,2022-07-07,669,2019-07-04
24265,NMB15506492822684,2018-05-08,879,2012-03-05
24266,WEB20923696807133,2016-10-30,813,2014-11-14
24267,W1T95199434356114,2012-11-01,803,2011-03-03
24268,WDB29694292133152,2022-08-15,520,2011-04-02
24269,WEB44918589691634,2021-07-03,773,2019-04-04
24270,WDB37285741589318,2021-11-17,246,2021-01-23
24271,NMB20521451670477,2021-09-12,643,2016-11-13
24272,NMB62922403842361,2014-03-11,687,2012-11-01
24273,WEB61440316085265,2017-02-06,924,2012-01-08
24274,WEB39374969968875,2020-06-15,743,2012-08-06
24275,NMB56003897404123,2022-05-26,240,2012-03-05
24276,WDB60458429498057,2014-09-16,867,2013-03-31
24277,NMB85427847770428,2016-06-23,863,2015-05-15
24278,WEB16412166806253,2022-01-21,243,2020-09-03
24279,WEB94992715454612,2018-01-30,606,2013-09-25
24280,NMB93653868924161,2018-02-02,614,2012-11-19
24281,WDB60754271301052,2023-07-10,230,2023-03-21
24282,NMB22855942615490,2023-07-22,538,2022-08-16
24283,WDB32817658631587,2021-03-18,901,2014-10-01
24284,WDB88248901822383,2016-03-19,915,2014-12-01
24285,NMB10697399958082,2019-03-06,722,2014-12-24
24286,WEB31417310486608,2021-02-26,880,2017-01-16
24287,WEB33335154195716,2022-11-21,686,2022-10-15
24288,NMB75040306040933,2021-10-16,719,2015-02-15
24289,NMB13961026554332,2022-08-18,607,2011-08-16
24290,NMB44283900465889,2012-08-24,879,2011-10-26
24291,NMB87101853102765,2023-06-11,663,2013-03-26
24292,WEB24299342679290,2021-11-16,801,2016-06-05
24293,NMB15037394372547,2023-06-08,839,2023-02-26
24294,NMB43872102041135,2022-08-17,805,2021-10-29
24295,WDB10509370448732,2017-11-12,747,2013-04-20
24296,WEB36727051676552,2021-11-12,822,2015-09-13
24297,NMB94222976285522,2018-01-19,270,2012-10-07
24298,WEB38915716426649,2022-12-01,933,2022-02-02
24299,W1T22182262840336,2018-04-04,701,2016-03-06
24300,W1T90522513763452,2020-05-22,841,2018-07-28
24301,NMB79250662097740,2018-12-03,770,2012-12-25
24302,WDB92435448664193,2018-10-31,678,2018-03-21
24303,NMB23682921255183,2023-06-15,538,2017-05-15
24304,NMB21782825454082,2020-06-15,254,2019-04-11
24305,WEB99204251257718,2019-09-28,615,2015-10-17
24306,WDB95978210262211,2020-01-07,227,2013-06-04
24307,NMB72378983178280,2022-01-26,920,2021-04-28
24308,WDB82831992071426,2023-06-04,629,2011-03-07
24309,WDB75635848492855,2023-08-11,211,2015-03-04
24310,NMB70681519567411,2019-11-22,551,2019-06-21
24311,WDB13437480539266,2019-09-04,751,2017-12-08
24312,WDB13323515026544,2023-05-22,865,2017-09-22
24313,W1T37165500255416,2023-05-11,883,2021-07-23
24314,W1T86155648671369,2023-06-25,513,2015-12-31
24315,WEB54797639359717,2022-10-27,511,2022-07-08
24316,WEB31349342485441,2021-02-03,727,2013-09-16
24317,WDB57015743967518,2021-06-11,815,2020-07-23
24318,WDB62648227689170,2022-06-03,203,2021-12-02
24319,WDB88125957048872,2022-08-31,833,2016-08-05
24320,NMB51785380452212,2018-05-09,879,2016-07-02
24321,W1T52043308312104,2023-06-06,841,2023-01-05
24322,WEB18480124587627,2020-04-12,789,2017-09-29
24323,WEB55691126067792,2019-09-21,243,2012-11-09
24324,W1T95449707514915,2016-02-29,576,2011-07-18
24325,NMB40588644494382,2015-03-17,583,2014-12-23
24326,WEB89961579120021,2020-01-25,529,2019-07-30
24327,NMB16736791027270,2018-08-18,283,2016-09-11
24328,NMB81996010547809,2020-06-22,919,2015-06-26
24329,WDB64756981954957,2021-12-29,765,2016-11-14
24330,WDB89325893390421,2021-01-09,580,2017-02-12
24331,NMB65445946115544,2022-11-25,617,2021-01-21
24332,WDB64663848741430,2016-04-16,669,2013-10-13
24333,NMB44900287866386,2023-09-15,224,2023-02-22
24334,WDB69517649387247,2023-06-14,824,2022-10-14
24335,W1T24921105338496,2020-04-01,644,2018-12-25
24336,WDB82852683162903,2021-10-15,226,2016-04-14
24337,W1T95691151578793,2023-06-29,546,2018-05-09
24338,W1T67736242794965,2022-04-29,603,2021-06-14
24339,NMB83239910260430,2016-04-26,229,2013-07-22
24340,W1T19687439902177,2017-05-03,553,2016-04-04
24341,WDB34736436813506,2023-08-23,743,2021-05-01
24342,NMB49655329885999,2018-07-02,725,2015-04-26
24343,W1T63836136881154,2021-09-07,526,2018-05-02
24344,NMB54126084255937,2018-12-06,580,2016-02-19
24345,WEB88411170419672,2020-06-13,571,2018-04-06
24346,WEB43957806249721,2021-07-08,819,2017-10-11
24347,W1T63322745998443,2022-04-14,642,2022-03-14
24348,WEB71297929518086,2023-05-05,932,2022-07-10
24349,WDB94524246279938,2021-10-02,725,2018-10-05
24350,WDB21315763889826,2014-06-13,793,2013-05-10
24351,NMB19233900555841,2015-10-27,632,2014-04-07
24352,NMB70889247695107,2021-09-21,631,2015-01-30
24353,W1T13802728067739,2022-01-09,576,2018-08-14
24354,WDB11316501793650,2017-04-28,368,2013-11-04
24355,WDB89199506964721,2020-11-03,761,2011-07-30
24356,W1T50440511580621,2019-08-06,549,2016-05-16
24357,NMB16518542651556,2021-11-15,224,2013-12-13
24358,NMB68327754040463,2021-10-26,253,2017-07-26
24359,WEB25303038464297,2022-06-25,230,2017-09-06
24360,W1T69555580623275,2016-09-24,754,2016-03-07
24361,W1T78438169607524,2022-12-14,641,2013-11-26
24362,WDB37452996007127,2023-04-14,683,2023-02-22
24363,WEB86615148895593,2016-03-22,577,2015-12-28
24364,WDB66988336841387,2018-02-15,412,2013-09-11
24365,NMB72410289529668,2019-11-30,931,2017-09-21
24366,NMB67433021962206,2015-05-28,803,2013-09-16
24367,W1T92250582587009,2021-03-06,843,2020-06-04
24368,WEB74056739203594,2021-06-11,243,2017-03-03
24369,NMB47114229732227,2022-04-12,739,2015-12-31
24370,NMB20790045534715,2021-08-10,653,2018-11-20
24371,W1T97424659918440,2018-08-30,228,2016-04-15
24372,WEB21449230176172,2019-02-10,615,2018-06-08
24373,WDB15408998855116,2022-08-13,637,2016-12-02
24374,NMB30989024971729,2019-12-02,725,2014-05-02
24375,WDB52743169207017,2023-09-23,878,2011-07-07
24376,WEB21995277888944,2018-10-20,637,2012-03-06
24377,WEB67314969328031,2018-02-08,681,2016-04-04
24378,WDB42738984324085,2023-08-14,663,2019-01-04
24379,W1T83148236033944,2020-03-07,920,2019-01-11
24380,NMB14513291751786,2022-01-03,245,2021-05-09
24381,W1T50488497105220,2018-10-19,253,2017-08-24
24382,WEB78989528176461,2022-01-20,237,2017-10-01
24383,NMB30871733474095,2018-09-14,212,2012-07-09
24384,WEB52156600829653,2019-08-13,207,2011-06-21
24385,W1T49670836225879,2016-01-27,289,2012-03-29
24386,WDB34583469500512,2021-11-12,651,2016-04-07
24387,WDB33940538928976,2017-09-02,683,2012-03-11
24388,W1T65153766960327,2021-08-06,733,2017-12-15
24389,WEB17153350273791,2023-06-26,705,2019-11-28
24390,W1T37118911868881,2023-07-10,518,2019-04-28
24391,W1T66399225886185,2023-02-18,705,2020-10-01
24392,W1T56839277645858,2020-06-01,615,2016-09-16
24393,W1T17187166556614,2017-06-25,763,2016-04-03
24394,WEB62590811306562,2014-05-08,735,2013-08-23
24395,WDB21850146459609,2023-08-06,523,2019-06-12
24396,W1T13398458132317,2023-07-16,787,2020-09-01
24397,W1T96998755301915,2017-05-11,768,2013-05-12
24398,NMB67226468881801,2019-08-29,282,2011-06-08
24399,WDB37926982609680,2016-06-16,849,2013-03-13
24400,NMB57813996234295,2020-07-20,705,2015-10-26
24401,NMB89271528459605,2023-06-28,495,2022-07-06
24402,WEB66705246853303,2022-12-24,902,2021-05-03
24403,W1T30782735712953,2022-05-23,215,2015-01-20
24404,W1T80208634299642,2023-05-28,270,2020-01-03
24405,NMB14332047358943,2021-03-20,583,2020-06-06
24406,W1T43605382339655,2022-04-05,868,2022-03-20
24407,WDB62074606982505,2020-08-08,678,2012-07-22
24408,W1T95584277542402,2023-08-08,770,2022-10-12
24409,W1T44387388473398,2020-04-25,651,2020-01-27
24410,W1T84915109470299,2020-08-03,725,2012-12-31
24411,NMB14247308183063,2022-06-12,791,2021-09-13
24412,WDB18271085127393,2017-08-08,551,2015-02-08
24413,NMB79644207236390,2014-08-22,220,2013-12-04
24414,WDB55783561286856,2018-06-29,214,2012-01-04
24415,WDB16525972772611,2023-03-17,616,2011-04-06
24416,NMB59683786291520,2023-04-29,923,2014-12-03
24417,NMB74342184706980,2019-01-10,386,2015-03-06
24418,WDB66960991115457,2021-07-18,642,2020-08-22
24419,WDB96098561192496,2023-05-28,252,2022-10-30
24420,WDB70742666989635,2023-06-28,741,2023-03-16
24421,W1T92484886089139,2021-05-28,273,2017-04-30
24422,W1T10776364480438,2022-07-31,868,2022-05-22
24423,NMB63390116643867,2023-02-24,368,2013-12-19
24424,NMB71926441893694,2021-03-23,542,2020-10-30
24425,W1T62941381242336,2019-10-25,751,2017-04-26
24426,WEB93911814349199,2017-07-23,781,2011-06-18
24427,WEB92358533856698,2021-06-02,682,2011-10-27
24428,NMB88679153988656,2015-02-01,575,2013-11-15
24429,WEB90124309535012,2020-12-29,926,2017-08-24
24430,W1T69730620199786,2022-11-21,559,2019-06-02
24431,NMB17307051341042,2022-09-09,438,2022-04-18
24432,NMB96540108063747,2022-11-07,515,2016-08-01
24433,WEB28140456878855,2023-02-16,273,2021-12-28
24434,W1T18489356389070,2022-03-10,724,2021-02-23
24435,WDB24712707814842,2015-01-03,218,2012-02-17
24436,NMB66362220463979,2019-09-17,814,2019-06-10
24437,WDB85952020696387,2021-09-21,281,2018-06-14
24438,WDB71531159170697,2023-09-05,885,2019-07-11
24439,WEB47183304274006,2015-02-22,865,2014-06-16
24440,NMB70680595362601,2021-11-20,617,2012-12-26
24441,NMB36794373168838,2020-09-29,643,2020-06-23
24442,NMB80762805465637,2021-07-11,539,2019-09-01
24443,W1T48238992372356,2016-01-05,795,2014-03-24
24444,WDB70008637280675,2019-10-30,772,2011-01-19
24445,NMB35569203715187,2023-05-02,626,2020-09-16
24446,WEB46308067164484,2023-04-19,848,2022-08-07
24447,W1T74979564191381,2021-07-28,272,2019-07-16
24448,NMB58728744154748,2014-06-30,614,2014-05-01
24449,WDB10107531212030,2022-06-16,296,2022-06-09
24450,W1T45206712756468,2019-08-05,205,2016-06-22
24451,WDB77279343315126,2020-12-03,863,2020-11-08
24452,WEB85545930631798,2017-09-13,880,2015-04-10
24453,W1T74581600916315,2015-06-14,875,2013-11-12
24454,WEB98104685256063,2013-10-23,719,2011-05-31
24455,NMB96493743513457,2021-11-10,818,2020-03-25
24456,WDB84809015842142,2021-10-27,543,2018-07-03
24457,WDB18083717135388,2021-09-10,681,2018-09-29
24458,NMB78850903688824,2020-12-24,705,2015-01-22
24459,NMB49258069521225,2017-03-25,749,2015-12-18
24460,NMB13434169854421,2016-01-27,236,2013-09-04
24461,W1T55607264322715,2019-08-03,687,2013-04-17
24462,W1T58475657767253,2023-02-21,513,2018-03-04
24463,NMB47628246127541,2022-12-18,486,2019-10-06
24464,NMB92527922277611,2022-09-11,209,2012-09-16
24465,WEB72269543399391,2023-06-13,404,2021-06-05
24466,NMB81428276743496,2017-02-01,236,2016-07-26
24467,WEB70768164271980,2021-01-25,779,2018-07-19
24468,WEB68615793867359,2022-12-15,614,2022-01-15
24469,WDB60784476774758,2012-05-15,281,2012-03-30
24470,WDB57303742875788,2014-10-06,934,2013-01-11
24471,WEB81310873224586,2015-03-08,527,2013-01-24
24472,W1T10207143647848,2023-09-13,865,2017-06-28
24473,W1T60054325499599,2023-03-18,727,2021-10-20
24474,W1T36616568188116,2018-02-10,609,2017-09-22
24475,W1T46876253491171,2022-08-04,551,2022-02-01
24476,NMB87959844403100,2021-03-03,255,2015-11-27
24477,NMB56657367246756,2021-07-31,283,2019-05-07
24478,WDB70764965097835,2021-04-20,245,2016-04-23
24479,WEB92551602001418,2016-10-18,772,2012-11-17
24480,NMB39722447429487,2014-12-23,867,2014-09-17
24481,W1T42918414010006,2023-02-27,817,2023-02-10
24482,NMB41304947050683,2014-10-15,685,2011-11-10
24483,NMB53281459523679,2022-10-01,616,2022-02-14
24484,WDB15280065328128,2022-08-29,880,2022-05-19
24485,W1T92197600582812,2022-10-07,404,2022-04-20
24486,NMB42478089645897,2023-02-19,211,2015-02-25
24487,NMB94488717071062,2018-01-11,438,2017-04-28
24488,WDB79493634450971,2020-04-24,297,2018-08-25
24489,NMB79913947221894,2022-07-20,731,2022-05-19
24490,W1T59039539732222,2023-09-07,253,2017-12-17
24491,W1T79177339184523,2020-12-09,240,2015-05-26
24492,W1T57538812800573,2022-05-30,845,2015-08-14
24493,WEB65424858717281,2023-02-27,511,2021-06-23
24494,NMB70674103893203,2023-09-19,275,2023-04-14
24495,WDB77019097102247,2023-01-23,362,2022-12-09
24496,NMB20526319388521,2018-05-11,294,2017-05-20
24497,NMB57799817136956,2023-07-09,554,2023-04-13
24498,NMB57133823627903,2021-08-30,235,2013-07-13
24499,WEB21212474790025,2013-05-19,757,2011-02-17
24500,NMB18141372539450,2023-09-04,927,2023-03-31
24501,WDB21131769441091,2021-10-23,293,2019-12-26
24502,NMB18184525335686,2021-09-09,295,2021-06-03
24503,WEB52243012548110,2020-11-04,768,2018-04-08
24504,NMB51518688480724,2021-04-26,617,2013-05-21
24505,NMB49967171334713,2017-08-10,212,2015-10-26
24506,WDB69482656661346,2023-03-24,525,2022-01-07
24507,WEB46459644097420,2021-10-31,669,2015-07-22
24508,W1T25556488540166,2022-03-04,403,2018-11-26
24509,W1T56104650987477,2021-03-13,678,2020-08-29
24510,NMB70494510725394,2012-08-24,231,2012-02-17
24511,WEB27880405604660,2021-06-16,706,2011-12-09
24512,NMB67145831730534,2018-10-06,546,2018-09-18
24513,W1T66373533260753,2019-10-07,741,2018-10-23
24514,NMB99411946158898,2022-12-09,539,2018-02-12
24515,WEB17270723789392,2017-02-06,703,2015-12-07
24516,NMB73442689977061,2016-10-03,249,2016-08-23
24517,WEB82978780364566,2021-07-20,634,2021-07-10
24518,WDB97022140065078,2013-04-11,567,2013-03-22
24519,NMB95132452283488,2023-01-17,544,2021-06-02
24520,NMB25400291451331,2022-11-28,609,2022-09-21
24521,WDB74640378284239,2023-06-06,645,2016-08-13
24522,W1T28197452348334,2022-02-11,779,2021-09-27
24523,NMB29354441228711,2016-09-18,300,2014-03-21
24524,W1T33315188720884,2018-05-02,271,2017-06-09
24525,WEB92517514757041,2020-07-05,865,2018-07-18
24526,WDB75676412603765,2019-02-05,791,2015-07-10
24527,NMB96947123520606,2020-12-12,576,2013-12-18
24528,NMB43212088731630,2020-05-02,649,2019-09-08
24529,WDB96880111362602,2015-06-25,678,2012-04-16
24530,NMB98100073830359,2019-09-19,789,2017-07-22
24531,WDB95909160618735,2014-03-28,297,2012-02-24
24532,WDB42674857744247,2023-08-26,254,2012-05-29
24533,WEB84076138344202,2018-01-27,934,2012-09-03
24534,W1T56797634112077,2021-05-15,731,2020-12-22
24535,W1T45404514820485,2022-12-27,246,2019-05-31
24536,WEB63585825291679,2019-10-10,287,2016-08-21
24537,NMB26004709279555,2022-09-02,755,2022-04-05
24538,WDB82134367816221,2019-05-10,669,2013-10-11
24539,WEB56144535697666,2021-05-18,816,2019-03-16
24540,WEB59188589892122,2018-11-14,218,2013-10-22
24541,W1T71230709311973,2019-12-31,820,2015-07-18
24542,W1T18891265309208,2020-10-03,686,2015-12-05
24543,NMB88889797135968,2022-09-02,227,2021-03-03
24544,NMB41652398732927,2023-07-07,803,2022-11-13
24545,NMB81879729398549,2020-12-28,868,2017-04-13
24546,W1T37671148987857,2014-09-01,685,2013-03-23
24547,WEB93762410565267,2023-03-16,720,2013-10-12
24548,NMB67492396119073,2023-09-12,735,2021-03-23
24549,NMB10263438077056,2020-06-27,555,2020-04-08
24550,WDB31199111102482,2020-07-01,499,2020-05-08
24551,WEB88269940404614,2022-10-08,925,2021-10-17
24552,W1T40410145993195,2022-05-28,611,2017-04-13
24553,NMB54284092722951,2019-06-08,290,2016-05-02
24554,WDB68191381091910,2020-09-06,650,2013-06-18
24555,WEB59585675540690,2023-06-30,849,2023-02-20
24556,W1T47108669567504,2023-03-15,558,2020-10-26
24557,WDB58614110041456,2020-06-09,238,2011-11-05
24558,W1T86612979886271,2017-07-24,902,2015-10-10
24559,WEB16955619382066,2023-09-15,645,2019-06-21
24560,WEB62248993061585,2023-01-31,539,2013-12-28
24561,NMB77524354930351,2015-04-11,767,2012-03-24
24562,NMB21400307536474,2021-01-07,204,2017-01-01
24563,WEB51825692290308,2021-04-05,701,2019-09-29
24564,WEB94556346436354,2023-04-06,577,2023-01-09
24565,W1T64642605591231,2022-06-09,225,2021-03-04
24566,W1T30506345266549,2022-06-18,719,2017-10-24
24567,WDB93394874099531,2018-10-13,833,2016-10-10
24568,WDB78445008017149,2021-09-06,775,2014-08-05
24569,WEB49294380670827,2023-02-17,200,2017-06-28
24570,WDB13336398550840,2014-02-27,639,2011-09-18
24571,W1T85307603432868,2021-07-14,733,2013-06-01
24572,WDB91016331862895,2019-01-08,283,2017-11-16
24573,WDB50171091532148,2023-08-18,215,2016-07-12
24574,W1T95484439526490,2016-12-15,270,2015-03-06
24575,WEB45669209440258,2021-04-04,531,2015-07-23
24576,NMB64330726205545,2015-09-03,814,2013-07-05
24577,WDB53386026664807,2022-12-22,721,2014-01-17
24578,WDB22794128589763,2022-12-13,223,2020-11-03
24579,W1T92587338263079,2020-08-10,249,2018-08-31
24580,WDB44502425379641,2016-10-31,208,2014-04-06
24581,WEB90878360044771,2017-06-27,835,2012-07-14
24582,NMB27943772800848,2020-04-13,633,2013-02-25
24583,NMB53178644310230,2022-06-18,413,2014-11-11
24584,WDB59454918219890,2013-08-17,627,2012-01-10
24585,NMB95860520757611,2019-07-13,617,2012-09-17
24586,W1T70344010526916,2020-11-24,928,2018-08-24
24587,WEB69683496839652,2023-04-21,252,2022-08-07
24588,WDB23105499414945,2022-09-18,203,2016-12-11
24589,WDB86650968661013,2022-07-16,932,2012-02-12
24590,W1T63903291089872,2020-09-22,290,2020-07-22
24591,WEB79594085181050,2020-04-09,406,2019-12-05
24592,NMB24520190135929,2020-09-08,773,2018-08-31
24593,WEB47726300111347,2018-07-31,819,2016-12-13
24594,WEB30204969097598,2021-01-14,873,2020-10-02
24595,WEB76014175668025,2014-08-27,565,2012-07-09
24596,W1T35783620053944,2020-11-22,196,2020-09-29
24597,W1T88764051221194,2023-01-23,287,2021-01-19
24598,WEB91160566223230,2023-08-02,633,2017-11-11
24599,WEB14436344091930,2023-07-03,803,2022-02-22
24600,WDB99879992615744,2022-02-16,615,2019-02-21
24601,WDB63767186893873,2018-03-21,254,2015-09-22
24602,NMB13083628614484,2021-02-12,616,2020-06-27
24603,NMB49376592982812,2015-10-06,438,2013-01-01
24604,WDB74223658187290,2022-01-15,537,2014-07-14
24605,NMB36942122363684,2021-12-20,731,2012-06-18
24606,NMB29927619693774,2023-09-22,817,2018-07-05
24607,WEB87186479594051,2022-02-12,623,2019-07-09
24608,WDB92237673717158,2021-05-08,283,2020-11-11
24609,NMB88389824851948,2021-03-19,642,2013-04-18
24610,NMB19602066198375,2016-01-12,401,2015-09-13
24611,WDB52065154017965,2020-11-10,801,2012-11-27
24612,WDB22860494162068,2021-01-12,295,2016-10-04
24613,W1T60870084305885,2022-08-16,772,2011-05-27
24614,W1T65447315489763,2023-04-18,486,2017-03-12
24615,WEB68123552208015,2019-06-25,525,2019-05-23
24616,WEB92101336145762,2023-08-22,868,2021-11-26
24617,WDB36791894253269,2023-03-07,731,2023-01-16
24618,W1T51059029843884,2020-12-31,679,2019-02-10
24619,W1T11129293663329,2022-12-08,287,2011-04-10
24620,WDB35070685522525,2019-08-30,515,2016-12-18
24621,WDB26742107797580,2021-05-19,915,2019-05-03
24622,WDB43509017133664,2015-12-02,729,2013-01-20
24623,W1T26083273596886,2023-06-21,401,2018-12-04
24624,WDB12287913767973,2015-05-18,569,2014-03-15
24625,WDB32508183483676,2023-04-05,629,2023-03-26
24626,NMB19923612956919,2022-09-24,661,2022-02-13
24627,NMB52601291817576,2019-07-26,779,2012-10-30
24628,WDB32061971740728,2018-04-14,211,2018-02-20
24629,WEB87494829755851,2023-01-13,795,2015-01-23
24630,NMB48797654142733,2015-01-30,486,2011-09-24
24631,NMB20984144997167,2022-02-05,679,2016-12-19
24632,WEB97756612662607,2017-09-08,411,2017-08-18
24633,WDB22890392820450,2020-04-15,581,2017-09-01
24634,WDB44583554641974,2023-05-13,362,2022-11-13
24635,NMB36590583537147,2021-10-26,555,2021-06-19
24636,W1T90999963454687,2023-07-28,402,2022-02-25
24637,W1T74254277980622,2011-12-07,495,2011-06-08
24638,W1T29117614785547,2022-05-23,812,2020-08-22
24639,WEB98802824043809,2020-04-14,567,2019-02-22
24640,W1T62408182209187,2021-06-05,641,2018-03-29
24641,NMB66800683790246,2021-03-08,681,2014-05-14
24642,WDB16642994304449,2022-10-04,789,2022-08-24
24643,WDB81786489590287,2021-08-12,535,2011-05-09
24644,WEB23300940250799,2022-12-05,539,2021-07-31
24645,WEB84086949365929,2016-09-01,934,2012-06-22
24646,NMB98277413770757,2015-11-01,231,2015-02-04
24647,WDB71526753756248,2020-11-02,543,2016-08-14
24648,W1T62576912312583,2015-07-23,638,2013-04-10
24649,NMB74486121433974,2017-12-14,795,2015-05-19
24650,WDB15936615537675,2022-08-03,915,2019-08-23
24651,NMB30982542791216,2022-07-28,225,2022-07-16
24652,WDB61503599682054,2013-07-30,255,2011-02-20
24653,WEB44952121131984,2022-09-11,223,2021-11-04
24654,W1T37838681267611,2023-03-31,919,2022-10-24
24655,W1T48881970941494,2019-11-25,385,2019-10-15
24656,W1T14249669123454,2023-01-16,567,2022-09-25
24657,W1T24128311736391,2021-12-20,927,2018-04-17
24658,WDB95605871162100,2023-05-01,924,2023-03-01
24659,NMB95379585551144,2017-04-12,625,2015-09-06
24660,WEB45837724601246,2021-04-23,563,2019-01-18
24661,WEB68889240455597,2021-07-20,627,2015-10-12
24662,NMB19660745367953,2023-05-09,520,2021-08-16
